Year	Year	Author(s)	Author Wikipedia Entry	Won/Nominated	Work	Work Wikipedia Entry	Publisher or publication	Publisher or publication Wikipedia Entry
2012	2012	Johnson, Kij	https://en.wikipedia.org//wiki/Kij_Johnson	Won	"The Man Who Bridged the Mist"	https://en.wikipedia.org//wiki/The_Man_Who_Bridged_the_Mist	Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2012	2012	Grant, Mira	https://en.wikipedia.org//wiki/Seanan_McGuire	Nominated	Countdown		Orbit Books	https://en.wikipedia.org//wiki/Orbit_Books
2012	2012	Gilman, Carolyn Ives		Nominated	"The Ice Owl"		Fantasy & Science Fiction	https://en.wikipedia.org//wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2012	2012	Kowal, Mary Robinette	https://en.wikipedia.org//wiki/Mary_Robinette_Kowal	Nominated	"Kiss Me Twice"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2012	2012	Liu, Ken	https://en.wikipedia.org//wiki/Ken_Liu	Nominated	"The Man Who Ended History: A Documentary"		Panverse 3 (Panverse Publishing)
2012	2012	Valente, Catherynne M.	https://en.wikipedia.org//wiki/Catherynne_M._Valente	Nominated	Silently and Very Fast		WSFA Press	https://en.wikipedia.org//wiki/Washington_Science_Fiction_Association
2013	2013	Sanderson, Brandon	https://en.wikipedia.org//wiki/Brandon_Sanderson	Won	The Emperor's Soul	https://en.wikipedia.org//wiki/The_Emperor%27s_Soul	Tachyon Publications	https://en.wikipedia.org//wiki/Tachyon_Publications
2013	2013	Kress, Nancy	https://en.wikipedia.org//wiki/Nancy_Kress	Nominated	After the Fall, Before the Fall, During the Fall		Tachyon Publications	https://en.wikipedia.org//wiki/Tachyon_Publications
2013	2013	Bodard, Aliette de	https://en.wikipedia.org//wiki/Aliette_de_Bodard	Nominated	On a Red Station, Drifting		Immersion Press
2013	2013	Grant, Mira	https://en.wikipedia.org//wiki/Seanan_McGuire	Nominated	San Diego 2014: The Last Stand of the California Browncoats		Orbit Books	https://en.wikipedia.org//wiki/Orbit_Books
2013	2013	Lake, Jay	https://en.wikipedia.org//wiki/Jay_Lake	Nominated	"The Stars Do Not Lie"		Asimov's Science Fiction	https://en.wikipedia.org//wiki/Asimov%27s_Science_Fiction
2014	2014	Stross, Charles	https://en.wikipedia.org//wiki/Charles_Stross	Won	"Equoid"	https://en.wikipedia.org//w/index.php?title=Equoid_(novella)&action=edit&redlink=1	Tor.com	https://en.wikipedia.org//wiki/Tor_Books
2014	2014	Wells, Dan	https://en.wikipedia.org//wiki/Dan_Wells_(author)	Nominated	The Butcher of Khardov		Privateer Press	https://en.wikipedia.org//wiki/Privateer_Press
2014	2014	Torgersen, Brad R.	https://en.wikipedia.org//wiki/Brad_R._Torgersen	Nominated	"The Chaplain's Legacy"		Analog Science Fiction and Fact	https://en.wikipedia.org//wiki/Analog_Science_Fiction_and_Fact
2014	2014	Valente, Catherynne M.	https://en.wikipedia.org//wiki/Catherynne_M._Valente	Nominated	Six-Gun Snow White		Subterranean Press	https://en.wikipedia.org//wiki/Subterranean_Press
2014	2014	Duncan, Andy	https://en.wikipedia.org//wiki/Andy_Duncan_(writer)	Nominated	"Wakulla Springs"		Tor.com	https://en.wikipedia.org//wiki/Tor_Books
2014	2014	Klages, Ellen	https://en.wikipedia.org//wiki/Ellen_Klages	Nominated	"Wakulla Springs"	https://en.wikipedia.org//w/index.php?title=Equoid_(novella)&action=edit&redlink=1	Tor.com	https://en.wikipedia.org//wiki/Tor_Books
