

Year	Year	Author(s)	Author Wikipedia Entry	Won/Nominated	Work	Work Wikipedia Entry	Publisher or publication	Publisher or publication Wikipedia Entry
2013	2013	Cadigan, Pat	https://en.wikipedia.org//wiki/Pat_Cadigan	Won	"The Girl-Thing Who Went Out for Sushi"	https://en.wikipedia.org//wiki/The_Girl-Thing_Who_Went_Out_for_Sushi	Edge of Infinity (Solaris Books)	https://en.wikipedia.org//wiki/Solaris_Books
2013	2013	Heuvelt, Thomas Olde	https://en.wikipedia.org//wiki/Thomas_Olde_Heuvelt	Nominated	"The Boy Who Cast No Shadow"		Postscripts: Unfit For Eden (PS Publishing)	https://en.wikipedia.org//wiki/PS_Publishing
2013	2013	Valente, Catherynne M.	https://en.wikipedia.org//wiki/Catherynne_M._Valente	Nominated	"Fade To White"		Clarkesworld Magazine	https://en.wikipedia.org//wiki/Clarkesworld_Magazine
2013	2013	McGuire, Seanan	https://en.wikipedia.org//wiki/Seanan_McGuire	Nominated	"In Sea-Salt Tears"		Self-published
2013	2013	McGuire, Seanan	https://en.wikipedia.org//wiki/Seanan_McGuire	Nominated	"Rat-Catcher"		A Fantasy Medley 2	https://en.wikipedia.org//wiki/Subterranean_Press
2014	2014	Kowal, Mary Robinette	https://en.wikipedia.org//wiki/Mary_Robinette_Kowal	Won	"The Lady Astronaut of Mars"	https://en.wikipedia.org//w/index.php?title=The_Lady_Astronaut_of_Mars&action=edit&redlink=1	Tor.com	https://en.wikipedia.org//wiki/Tor_Books
2014	2014	Beale, Theodore	https://en.wikipedia.org//wiki/Theodore_Beale	Nominated	"Opera Vita Aeterna"		The Last Witchking
2014	2014	Torgersen, Brad R.	https://en.wikipedia.org//wiki/Brad_R._Torgersen	Nominated	"The Exchange Officers"		Analog Science Fiction and Fact	https://en.wikipedia.org//wiki/Analog_Science_Fiction_and_Fact
2014	2014	Chiang, Ted	https://en.wikipedia.org//wiki/Ted_Chiang	Nominated	"The Truth of Fact, the Truth of Feeling"		Subterranean Magazine	https://en.wikipedia.org//wiki/Subterranean_Press
2014	2014	Bodard, Aliette de	https://en.wikipedia.org//wiki/Aliette_de_Bodard	Nominated	"The Waiting Stars"		The Other Half of the Sky
