Year awarded	Year	Author(s)	Author Wikipedia Entry	Won/Nominated	Work	Work Wikipedia Entry	Publisher or publication	Publisher or publication Wikipedia Entry
2009	2009	Finlay, Charles Coleman	https://en.wikipedia.org/wiki/Charles_Coleman_Finlay	Nominated	"The Political Prisoner"		Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2009	2009	Nazarian, Vera	https://en.wikipedia.org/wiki/Vera_Nazarian	Nominated	The Duke in His Castle		Norilana Books	https://en.wikipedia.org/wiki/Norilana_Books
2010	2010	Baker, Kage	https://en.wikipedia.org/wiki/Kage_Baker	Won	The Women of Nell Gwynne's	https://en.wikipedia.org//w/index.php?title=The_Women_of_Nell_Gwynne%27s&action=edit&redlink=1	Subterranean Press	https://en.wikipedia.org/wiki/Subterranean_Press
2010	2010	Gilman, Carolyn Ives		Nominated	"Arkfall"		Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2010	2010	Kress, Nancy	https://en.wikipedia.org/wiki/Nancy_Kress	Nominated	"Act One"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2010	2010	Morrow, James	https://en.wikipedia.org/wiki/James_K._Morrow	Nominated	Shambling Towards Hiroshima		Tachyon Publications	https://en.wikipedia.org/wiki/Tachyon_Publications
2010	2010	Sanford, Jason	https://en.wikipedia.org/wiki/Jason_Sanford	Nominated	"Sublimation Angels"		Interzone	https://en.wikipedia.org/wiki/Interzone_(magazine)
2010	2010	Scalzi, John	https://en.wikipedia.org/wiki/John_Scalzi	Nominated	The God Engines	https://en.wikipedia.org/wiki/The_God_Engines	Subterranean Press	https://en.wikipedia.org/wiki/Subterranean_Press
2011	2011	Swirsky, Rachel	https://en.wikipedia.org/wiki/Rachel_Swirsky	Won	"The Lady Who Plucked Red Flowers beneath the Queen's Window"	https://en.wikipedia.org/wiki/The_Lady_Who_Plucked_Red_Flowers_beneath_the_Queen%27s_Window	Subterranean Magazine	https://en.wikipedia.org/wiki/Subterranean_Press
2011	2011	Bacigalupi, Paolo	https://en.wikipedia.org/wiki/Paolo_Bacigalupi	Nominated	The Alchemist		Subterranean Press	https://en.wikipedia.org/wiki/Subterranean_Press
2011	2011	Cheney, J. Kathleen		Nominated	"Iron Shoes"		Alembical 2 (Paper Golem)
2011	2011	Chiang, Ted	https://en.wikipedia.org/wiki/Ted_Chiang	Nominated	The Lifecycle of Software Objects	https://en.wikipedia.org/wiki/The_Lifecycle_of_Software_Objects	Subterranean Press	https://en.wikipedia.org/wiki/Subterranean_Press
2011	2011	Landis, Geoffrey A.	https://en.wikipedia.org/wiki/Geoffrey_A._Landis	Nominated	"The Sultan of the Clouds"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2011	2011	Park, Paul	https://en.wikipedia.org/wiki/Paul_Park	Nominated	"Ghosts Doing the Orange Dance"		Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2012	2012	Johnson, Kij	https://en.wikipedia.org/wiki/Kij_Johnson	Won	"The Man Who Bridged the Mist"	https://en.wikipedia.org/wiki/The_Man_Who_Bridged_the_Mist	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2012	2012	Kowal, Mary Robinette	https://en.wikipedia.org/wiki/Mary_Robinette_Kowal	Nominated	"Kiss Me Twice"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2012	2012	Valente, Catherynne M.	https://en.wikipedia.org/wiki/Catherynne_M._Valente	Nominated	Silently and Very Fast		Clarkesworld Magazine	https://en.wikipedia.org/wiki/Clarkesworld_Magazine
2012	2012	Gilman, Carolyn Ives		Nominated	"The Ice Owl"		Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2012	2012	Liu, Ken	https://en.wikipedia.org/wiki/Ken_Liu	Nominated	"The Man Who Ended History: A Documentary"		Panverse 3 (Panverse Publishing)
2012	2012	Castro, Adam-Troy	https://en.wikipedia.org/wiki/Adam-Troy_Castro	Nominated	"With Unclean Hands"		Analog Science Fiction and Fact	https://en.wikipedia.org/wiki/Analog_Science_Fiction_and_Fact
2013	2013	Kress, Nancy	https://en.wikipedia.org/wiki/Nancy_Kress	Won	After the Fall, Before the Fall, During the Fall	https://en.wikipedia.org//w/index.php?title=After_the_Fall,_Before_the_Fall,_During_the_Fall&action=edit&redlink=1	Tachyon Publications	https://en.wikipedia.org/wiki/Tachyon_Publications
2013	2013	Bodard, Aliette de	https://en.wikipedia.org/wiki/Aliette_de_Bodard	Nominated	On a Red Station, Drifting		Immersion Press
2013	2013	Lake, Jay	https://en.wikipedia.org/wiki/Jay_Lake	Nominated	"The Stars Do Not Lie"		Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2013	2013	Liu, Ken	https://en.wikipedia.org/wiki/Ken_Liu	Nominated	"All the Flavors"		GigaNotoSaurus
2013	2013	Reed, Robert	https://en.wikipedia.org/wiki/Robert_Reed	Nominated	"Katabasis"		Fantasy & Science Fiction	https://en.wikipedia.org/wiki/The_Magazine_of_Fantasy_%26_Science_Fiction
2013	2013	Schoen, Lawrence M.	https://en.wikipedia.org/wiki/Lawrence_M._Schoen	Nominated	"Barry's Tale"		Buffalito Buffet (Hadley Rille Books)	https://en.wikipedia.org/wiki/Hadley_Rille_Books
2014	2014	Kaftan, Vylar	https://en.wikipedia.org/wiki/Vylar_Kaftan	Won	"The Weight of the Sunrise"	https://en.wikipedia.org//w/index.php?title=The_Weight_of_the_Sunrise&action=edit&redlink=1	Asimov's Science Fiction	https://en.wikipedia.org/wiki/Asimov%27s_Science_Fiction
2014	2014	Duncan, Andy	https://en.wikipedia.org/wiki/Andy_Duncan_(writer)	Nominated	"Wakulla Springs"		Tor.com	https://en.wikipedia.org/wiki/Tor_Books
2014	2014	Klages, Ellen	https://en.wikipedia.org/wiki/Ellen_Klages	Nominated	"Wakulla Springs"	https://en.wikipedia.org//w/index.php?title=The_Weight_of_the_Sunrise&action=edit&redlink=1	Tor.com	https://en.wikipedia.org/wiki/Tor_Books
2014	2014	Kress, Nancy	https://en.wikipedia.org/wiki/Nancy_Kress	Nominated	"Annabel Lee"		New Under the Sun (Phoenix Pick)	https://en.wikipedia.org/wiki/Phoenix_Pick
2014	2014	Schanoes, Veronica		Nominated	"Burning Girls"		Tor.com	https://en.wikipedia.org/wiki/Tor_Books
2014	2014	Schoen, Lawrence M.	https://en.wikipedia.org/wiki/Lawrence_M._Schoen	Nominated	"Trial of the Century"		Lawrencemschoen.com
2014	2014	Valente, Catherynne M.	https://en.wikipedia.org/wiki/Catherynne_M._Valente	Nominated	Six-Gun Snow White		Subterranean Press	https://en.wikipedia.org/wiki/Subterranean_Press
2015	2015	Gregory, Daryl	https://en.wikipedia.org/wiki/Daryl_Gregory	Nominated	We Are All Completely Fine		Tachyon Publications	https://en.wikipedia.org/wiki/Tachyon_Publications
2015	2015	Kress, Nancy	https://en.wikipedia.org/wiki/Nancy_Kress	Nominated	Yesterday's Kin		Tachyon Publications	https://en.wikipedia.org/wiki/Tachyon_Publications
2015	2015	Liu, Ken	https://en.wikipedia.org/wiki/Ken_Liu	Nominated	"The Regular"		Upgraded (Wyrm Publishing)
2015	2015	Rickert, Mary	https://en.wikipedia.org/wiki/M._Rickert	Nominated	"The Mothers of Voorhisville"		Tor.com	https://en.wikipedia.org/wiki/Tor_Books
2015	2015	Schoen, Lawrence M.	https://en.wikipedia.org/wiki/Lawrence_M._Schoen	Nominated	Calendrical Regression		NobleFusion Press
2015	2015	Swirsky, Rachel	https://en.wikipedia.org/wiki/Rachel_Swirsky	Nominated	"Grand Jeté (The Great Leap)"		Subterranean Magazine	https://en.wikipedia.org/wiki/Subterranean_Press
